TXN,RXN,EXE_TF,EXE_TC,DELAY_F,DELAY_C,7.926853023,ENERGY_C,ENERGY_A,ENERGY_B ,APP_Id
2.245864237,3.28922826,0.009315559,0.000167129,7.007776126,8.458106499,12.40420464,92.27230069,50.88029884,61.09926733,8
6.87080111,6.386111394,0.001960922,0.000823325,2.366812981,9.410416013,10.94379382,59.39209935,90.69105249,91.9710597,10
3.619296761,8.198985099,0.003584921,5.09318E-05,6.032772734,9.701413903,75.22369749,59.50327091,49.57782765,64.96418137,5
3.018428465,4.410741692,0.006728021,0.000232799,2.687192827,8.962613475,20.93640509,79.36860922,70.31698477,13.69744275,7
2.177735388,9.634634177,0.00057616,0.000208405,4.263643898,5.132482861,48.48086822,83.5832404,31.15959275,91.18287713,1
8.184929034,5.853912722,0.001651831,0.000689672,4.444354615,8.44754167,21.42618044,30.49123052,67.60840129,96.82819226,1
9.017606402,9.580648886,0.001300261,0.000165214,0.228960858,2.419060352,18.33154421,8.184527638,88.4525191,93.64536168,2
1.345251688,4.239557892,0.007892568,0.00081386,4.239874046,5.314676945,5.006109002,22.04708525,46.26490918,86.56678942,7
8.192245366,4.223663272,0.003540821,0.000962257,4.262689151,2.792086406,4.851314596,40.37639014,42.37667033,80.02942023,6
2.196034476,1.475331388,0.001037659,0.000853251,6.790149319,8.509671952,39.95526622,15.20213836,28.79671517,17.12017642,3
4.793104795,8.203110326,0.008789063,0.000316436,0.079342096,5.14320936,82.30020778,51.61273992,43.88604567,87.5187564,3
1.998165368,3.070023352,0.000874456,0.00045986,4.488421169,6.820337647,93.18138051,62.42226102,89.62188837,93.98510863,10
3.607304674,9.822346611,0.006255503,0.000769911,3.38837231,4.321615154,0.0370226,57.36374627,34.77071704,97.5384576,1
0.161171053,1.515997195,0.006027319,0.000538802,4.048432415,9.208226658,26.45314258,20.05574917,84.86813227,32.05587801,10
5.491509861,2.115473415,0.006349201,4.72356E-05,1.274398966,5.174471999,49.1381117,88.2445164,14.05204719,13.10200853,8
5.662178848,0.909062131,0.004150258,9.76563E-05,1.008599176,7.389595356,7.24965114,80.14965275,67.1550181,4.48215545,7
9.517217618,9.547467659,0.004684378,0.00010702,4.994327492,7.907735458,81.66149841,32.6054177,61.40548912,85.76659048,7
2.279023448,2.029446796,0.000479771,0.000652088,6.716709215,3.146742175,17.31170768,85.34503221,16.83752727,97.76787078,1
8.996142547,0.607382271,0.008645726,0.00064776,1.414603065,2.823812537,22.21098962,39.3953702,89.0013581,36.66542469,5
2.907351381,5.692670158,0.007179209,0.000108398,9.873141391,8.661346186,66.61852531,3.931330866,7.391739002,42.04162019,2
9.264442946,8.358464676,0.006498848,0.000559202,0.966649187,4.367609817,97.61026295,54.27670977,15.48619236,92.63070069,1
0.551506761,8.77532065,0.006971364,0.000729414,0.314668664,8.831481456,52.02081476,17.66262747,46.16385421,2.495163516,9
2.567470008,0.886021301,0.006733413,0.00075981,2.104189456,0.915187204,64.72218891,45.85768165,12.21296921,14.21193415,3
5.4866043,9.795912072,0.008164057,0.000312455,9.396889013,6.586224881,96.68695506,14.72785114,98.63478828,72.84320764,4
0.82775753,2.254521386,0.009651813,0.000798661,5.112796425,4.209563458,45.8046102,33.82958491,91.03703393,61.64927255,5
0.111145394,9.43361417,0.009988533,0.000683633,4.796827075,9.247021996,99.84836418,2.153404792,94.73700107,2.536854124,5
6.871747738,6.291107978,0.003028626,0.000383461,9.767951014,3.504989076,76.18774524,26.47379539,2.897931099,96.06883431,9
4.943192441,6.501356032,0.008397229,0.0005165,1.679530726,1.754540355,26.3611797,47.57420468,22.32676243,31.49560642,2
5.274257332,2.059793796,0.004759011,0.000215575,1.124911399,4.298359477,81.98283323,31.24142086,53.76388412,24.04816259,8
6.817095377,1.287120724,0.007392317,0.000992286,9.237291915,8.645832562,90.65930559,7.754175853,56.2477387,5.761514243,6
0.308882174,7.111920055,0.002548787,0.000803108,4.720235844,0.833377333,26.71250449,32.40331912,66.44441951,95.13029213,2
6.662022223,5.726800515,0.006748785,7.56798E-05,3.964755414,2.916940862,35.78838366,56.92330611,24.29990749,7.539916239,7
3.648303087,8.185639857,0.009761058,0.000864303,2.255181478,9.090046811,3.417410013,41.03910195,79.43880486,54.59200912,1
7.383451794,1.863855869,0.001115284,0.0008117,0.689068202,6.960937744,29.57103555,25.7555141,55.86082921,61.25705728,9
0.503028667,0.469839577,0.002303788,0.000680968,5.761729091,2.253180489,59.0022556,49.17397717,86.9653223,36.29392363,6
3.571840026,6.474427342,0.003053651,0.000932286,7.184860357,4.775755848,87.04229844,48.16596532,96.29844269,8.503355334,5
3.528481554,5.822968211,0.000363819,0.000537258,1.979668393,7.51921776,28.17271953,76.3229469,98.24865462,95.84783844,6
8.047513343,9.093309179,0.002380832,0.000875756,4.215187494,1.121344004,7.824475471,25.48151455,25.88560214,79.938308,3
6.80377579,9.606907199,0.003424919,0.00039113,9.887520977,9.273799298,37.88793745,90.18085909,90.71643935,53.5013563,3
0.561775514,4.724989913,0.009636786,0.000854024,3.510431448,6.343585459,0.213661629,50.59661811,19.94072563,23.12358636,9
0.275123057,9.067461317,0.003291468,0.000657233,4.121359008,2.280792176,70.52750385,14.20172672,98.72193065,22.13486126,3
7.103689057,9.98493875,0.008167011,0.000665308,6.158734586,7.436083321,71.3637747,78.60258016,82.62446556,90.20887942,3
9.72784229,0.380972805,0.001544019,0.000719432,4.054186769,3.202853596,52.7769649,8.891698261,74.31769307,64.18983927,2
9.486658646,7.287276851,0.001284324,0.000894418,2.270359938,8.054737534,70.90329165,50.90742968,59.12770635,14.6798608,10
5.908534978,7.08910827,0.005446042,0.000672124,9.722748954,3.541126092,96.33136615,35.10226455,26.84361767,9.922453872,1
6.561868241,4.899861995,0.007999925,0.000331837,4.835915564,0.646905746,8.128461091,13.56323885,92.78503831,71.94739079,6
1.672507676,1.096651709,0.002870681,0.000731144,7.291448037,3.05413698,45.50117533,26.01033663,22.0899265,14.54057996,4
0.941145806,2.777616364,0.002013536,0.000533008,9.886244964,2.021831249,0.858849924,63.09333316,91.78359397,59.99712253,3
9.964658777,9.585480008,0.005015609,0.000708568,8.434602219,7.630242583,21.63543042,58.08661321,84.65747345,60.25088481,5
6.198785208,9.067403787,0.007029988,0.00099739,0.841753706,6.957463117,24.1257544,35.49883186,44.63157782,43.85544931,7
0.542996451,9.30966782,0.008002033,0.000896717,5.320224115,4.557439465,61.46955386,82.92233401,93.64570764,28.84313191,8
8.501187411,0.633784381,0.001277413,8.78127E-05,0.503831287,2.431003844,47.80471135,39.40319797,78.64863498,4.177888249,5
3.702327336,6.393922097,0.004196546,4.07617E-05,4.402630951,8.75371966,91.73997846,70.3817227,74.4549846,86.80021022,9
2.016716831,0.053083994,0.004381734,0.00090902,7.81940728,7.451589736,75.47607951,33.41597421,22.22005921,12.16308222,2
1.958194249,5.817964326,0.004413072,0.000717974,6.200774827,4.607460559,22.35389061,98.22410739,85.61585084,5.873653886,2
8.065037319,8.698795972,0.004228584,0.000743589,4.554892156,3.360967973,34.92125914,83.2597076,8.376178878,15.31481429,10
1.146050203,6.715260849,0.002397939,0.000613972,7.787892464,6.370859696,45.1416471,74.55102493,93.84239351,50.33644197,5
5.140242917,2.829132911,0.004010933,0.000907645,9.273085856,7.449118362,41.10638212,88.54876604,25.19786111,16.39687797,2
3.084495977,6.230506911,0.000480828,0.00095098,5.079961554,0.421194147,69.31592983,66.32779919,85.80099899,40.64963582,2
7.20422326,9.002640983,0.009514927,0.00066251,7.162973965,5.146695025,2.593279907,13.28117862,72.56864798,76.04556311,1
4.407037658,7.294517218,0.001363635,0.00081821,6.14692504,8.632207855,17.98635752,71.12057722,55.04091726,2.952431221,7
0.309972449,7.703058293,0.005608361,0.000546343,4.391655201,3.780018259,81.49070578,94.11104705,6.950311981,17.19699898,1
2.574217784,3.136760311,0.00158651,0.000657753,2.100511324,2.673886049,14.7990836,48.46096512,57.24623857,58.50129936,3
4.828106636,3.99528613,0.004370094,0.000801106,5.851413207,8.816553388,50.6792598,82.00238199,41.55572316,39.23817232,10
4.742128835,6.497770072,0.004344427,0.000731213,1.418765777,4.394474904,28.42838028,66.52786136,41.8362787,60.02421468,9
9.904553987,0.397775654,0.003646385,0.000682494,9.070668823,4.953603556,64.39464084,91.08759251,51.30866974,19.68880033,8
8.666253654,1.317236849,0.004757622,0.000567131,8.361211028,0.807987164,11.75234682,95.59131683,48.70727167,26.78946579,9
2.478180773,3.345882778,0.002920949,0.000226897,4.436528815,4.793960308,12.97777332,91.49510464,58.50967415,60.11366982,2
9.261293854,0.376988333,0.00859276,0.000173555,7.800926946,4.581559977,79.74681137,77.37107021,27.18498635,66.98247177,1
0.975998283,2.598048473,0.001338278,0.000918907,1.114973431,0.527356038,24.90710749,32.49480223,22.62116887,60.66122655,10
2.65231998,4.259195151,0.008345487,0.000579588,2.426406155,9.430983067,53.92289427,28.18705903,71.38197633,56.92049778,4
8.082191186,1.820403349,0.002393262,0.000624843,1.454843204,2.675810636,55.34131255,83.46728826,39.7235559,94.08263915,2
5.512076976,0.427468879,0.001908348,0.000560118,8.290101414,9.951444501,32.34107211,29.29097876,86.69729792,8.689812091,10
2.292914854,7.564325204,0.002402215,2.63125E-05,3.665893639,4.603359987,34.93281485,53.66941624,19.15928146,65.98861804,7
9.409557087,4.611232481,0.002185674,0.000473545,8.30147751,4.135191237,31.61949551,36.288379,60.29998287,99.46078214,5
3.5921182,6.491249903,0.004310781,0.000961883,9.617246189,2.753487704,69.91807675,27.41374295,65.80136364,78.2616346,10
0.749700249,6.252903866,0.007324962,0.000162546,1.677146295,8.998734671,26.48015029,10.27112574,53.40770053,10.66104053,4
5.545788834,2.525974782,0.005079115,0.000698219,6.54573591,5.459264963,61.57822239,73.04084898,54.23669202,3.384002707,4
1.986015774,3.214045878,0.002861986,0.000799376,8.916905306,6.736145058,54.54841806,55.85891582,46.74076005,12.61391413,5
5.95950193,4.157661021,0.009094016,0.000205407,7.392986554,2.915994652,24.2090022,66.00891563,1.03542757,90.85319833,1
1.712518318,3.231020347,0.003941665,0.00053249,3.063814668,5.670515596,30.16342824,50.77720862,92.29739993,4.994023611,4
8.270196465,5.958026638,0.007633967,0.000193123,6.153876973,8.609560559,85.73205659,49.56175115,13.33538495,42.23572026,6
9.095146928,7.308235346,0.007521143,0.00050097,4.861506034,6.822607453,53.9845342,94.21728033,2.680345011,30.42252602,5
7.208161802,5.329794499,0.00683929,0.000609448,7.509525986,8.30887921,88.84408441,80.22281927,72.18415684,89.81690042,4
9.623147106,9.667505174,0.008359523,0.000484737,6.540946604,8.700384251,14.98728694,62.77711162,17.54053782,32.04783823,2
2.320815764,4.188228928,0.009659404,0.000944498,4.097186102,5.893242872,53.34277775,52.90321283,85.28099919,14.31103156,9
7.517539062,7.66432307,0.008119395,0.000600258,6.299388707,6.210980154,24.68705487,73.60859084,41.58358169,67.69697169,9
9.307118918,6.332940471,0.008126497,0.000177386,4.586256032,2.968210961,59.83619566,94.31621733,75.09149784,76.01355883,6
6.084389338,2.08275928,0.003349407,0.000727903,3.608114257,8.895374673,8.18794754,28.63479304,15.03296025,60.93345877,9
6.236983908,9.656563934,0.009024419,0.000809771,7.113792994,5.418406699,15.67699268,74.34104593,83.12270744,24.45145984,1
5.237298509,5.133375339,0.002033981,0.000970339,4.397601737,4.965305405,65.26824664,76.56926888,82.87385478,77.78343336,2
3.166135388,8.61866802,0.005537012,7.418E-05,6.411625607,0.014889286,18.50890645,43.10934445,54.1243972,19.97293535,6
9.571861787,1.745262422,0.004405827,0.000562885,2.096085786,4.295851743,41.93579176,48.459412,50.03980228,74.81499867,5
7.981833211,7.08269752,0.000754693,0.000101298,9.546905941,7.054115479,31.80387495,14.99026942,74.49439623,24.39954582,4
9.879148902,0.375679259,0.005115935,0.000211613,0.357333095,8.333772782,41.07746037,82.13770182,63.65094411,88.00431992,2
8.258513497,7.225625672,0.000644331,0.000184796,8.554139895,5.012092073,7.376795781,69.42811972,8.734535216,73.68850685,2
6.671101073,6.238392715,0.008566167,0.000161236,8.295745365,4.276940304,58.19974548,36.45869227,18.93406765,50.71490143,9
6.678303278,8.095885909,0.00772082,0.000753633,0.412545383,1.930465154,13.24079518,56.09072949,42.28201656,64.2341246,10
5.449516191,0.41608658,0.006242978,0.000103114,7.043827399,9.835916775,44.58641599,83.60837224,87.95147202,37.86508674,5
4.188078961,2.115397689,0.009422396,0.000715512,4.727989857,5.435008796,62.24885821,34.19590645,65.92015681,27.11192003,2
3.195125266,8.968472475,0.000419002,0.000934518,9.55493239,0.932645153,0.064162275,81.36604954,23.70753034,45.72887451,10
3.848481342,3.50767822,0.001226331,0.000231569,8.077221326,1.138495923,87.27874484,8.946397859,34.99663201,83.59394883,9
8.257453109,0.901138108,0.009797606,0.000495274,5.159494607,4.637387272,89.8137145,57.33428949,34.88640934,40.46219671,7
9.233028184,6.449456381,0.0010391,0.00076395,7.794496331,7.186134083,59.89658771,36.55167185,72.95454733,64.53888445,7
1.417525082,4.999166956,0.006970106,0.000466716,9.547638137,2.356921369,39.96127858,24.01508539,44.45314908,45.01865509,5
1.56289111,0.54048575,0.008428986,9.92615E-05,5.195633138,2.852726733,73.0064131,13.09734159,11.26551571,53.26896714,4
3.084333646,7.663153105,0.002711892,0.000353436,6.443639725,5.717825556,23.45345032,80.49551831,46.52681422,50.12939428,9
6.96706515,4.883736592,0.005433884,0.000770925,6.464094969,7.174707805,98.49393717,3.266023243,90.2986334,68.12590512,7
0.911056398,9.036764867,0.005470097,0.000732952,8.433459004,9.986793686,92.05032272,5.545688397,27.58762605,18.81864187,5
4.807858866,9.181625139,0.008875927,0.000874275,6.073378282,1.570480232,11.52493052,56.56789161,32.74102161,73.86860728,9
5.588679159,0.643985622,0.006958643,0.000171777,0.772840974,6.342112218,83.54628333,29.56914233,68.4660803,37.22584665,1
6.887424044,9.001479317,0.00151185,0.000615678,9.629958141,4.490284355,32.90440415,59.14316075,54.6513289,34.80804972,4
6.750115736,4.1435884,0.00987505,0.000855204,1.571968874,7.72616554,63.94366209,60.12325511,39.5057033,53.02128729,9
1.103815142,6.407036679,0.009184428,0.00023595,7.272811373,2.305390968,57.08229646,83.02514059,50.38338328,61.00927823,5
8.231718646,1.934521221,0.008608542,3.04012E-05,6.737812299,0.844190527,80.5599061,38.7211244,44.48929875,30.04750617,2
6.497931651,1.183696774,0.007899619,0.000537503,4.111718829,5.62980349,48.5409145,91.39363092,23.96385423,86.68225071,5
6.004968418,7.290698582,0.009357523,0.000426718,2.04245927,6.936904119,38.66347981,12.72021002,18.55304834,51.63684833,3
5.516840626,1.939586738,0.006463742,0.000502517,9.829008298,9.316605122,32.7134573,52.20969972,43.29261545,10.70433723,8
2.642724579,0.128425132,0.005539277,0.000791695,8.881942889,1.91980888,18.31905243,10.51822203,39.72785062,86.02750527,2
7.268553485,8.040197524,0.008506372,0.000193029,9.23985134,2.076399385,80.70342957,64.72601465,0.279953269,43.99495169,9
3.862015356,1.545479911,0.007957612,0.000618395,4.319934492,1.68519227,2.488044464,3.49241614,25.56841146,31.69667023,7
5.446574502,5.56183614,0.004717376,0.000513354,3.163062561,2.166340621,95.07760288,67.10693969,70.89124915,91.55752882,1
2.041593741,2.5870955,0.005843693,0.000637494,1.98075438,9.875831312,18.09917919,78.92849225,42.13804775,25.76539579,2
8.820342943,4.845739593,0.00110014,2.301E-05,8.204506407,3.23936176,32.49763364,22.38168542,62.54477237,91.03083722,3
2.44202202,2.614051906,0.009898758,0.000656925,5.110182437,4.821530541,41.80135326,51.92332297,60.1034847,96.30999248,7
0.384577415,9.050443338,0.002516477,0.000393188,6.627405593,9.119568457,6.011937382,84.17300682,58.30701717,44.99225042,10
9.253933876,9.807822714,0.001691074,0.000118054,5.356285722,9.516936025,62.59718679,63.47173511,33.48409555,25.8434932,3
1.331072715,3.987770617,0.007773142,0.000134943,4.55475293,7.178570998,65.78523712,87.70598691,20.54763502,39.04034146,2
8.919192726,8.453192524,0.008370019,0.000743591,9.160300057,2.257629422,26.68313191,13.7354766,5.25064621,39.10289107,4
0.705997574,9.145508057,0.005393918,0.00025185,0.545435561,7.827235862,94.36733347,19.16716088,13.04322199,75.21554421,3
7.500745289,1.97888003,0.009049224,0.00043092,6.286722131,6.969131638,8.307073495,7.910491231,10.68869858,47.89911337,5
8.109862484,4.754851685,0.00794657,0.000506481,0.656512629,8.576499856,84.09909386,30.30197448,20.1244568,13.9452617,1
3.334788991,6.314491214,0.004958254,0.000441886,0.646612458,1.729114338,28.22297648,56.98486106,90.52305858,71.02306882,3
3.127687655,3.228715254,0.00756527,0.000206761,2.39227739,1.528792123,43.80392064,18.94154051,68.90628052,79.19304553,6
0.558735926,5.513959643,0.004370713,0.000513394,2.499416622,2.42634161,98.32961921,80.95251139,86.2369201,10.78335675,9
9.74201024,6.935667502,0.00087561,0.000549178,0.568094428,3.118636557,1.271437633,89.47801532,75.55220422,22.45502603,4
9.922643791,2.906404737,0.003966615,0.000758137,2.926150034,1.683399864,13.86848832,75.8981869,82.60772273,72.45176522,10
5.218717409,4.71553002,0.008561889,0.000822581,4.708094673,7.723065192,98.42421422,71.78779894,48.9076051,20.24200045,2
7.442667977,3.558226696,0.001509494,0.000731192,3.300752222,7.073916332,58.24363001,77.94583448,38.24585738,32.20640291,3
1.331029861,4.606828434,0.006151936,0.000671384,1.780572709,7.657070076,93.0343549,37.35593812,40.17957245,46.68133787,3
2.13345519,7.022387348,0.006280082,0.000187379,4.892469194,2.122102403,72.50440192,91.23637864,60.33738065,13.6157128,3
6.681397774,3.234187838,6.08917E-06,0.000338994,5.400479867,8.532442447,34.48576364,72.41900593,15.95248463,27.6378504,3
3.864248327,4.667252447,0.005550104,0.000378959,5.03311371,7.188147657,35.80002418,17.47422922,4.677482472,32.42958058,9
6.482670334,6.228692775,0.000489674,7.10161E-05,1.341246027,0.116869777,32.97752373,7.200247771,97.93818241,27.46151775,3
1.953909807,2.459673941,0.004891505,0.0006708,8.037700973,9.669842088,5.462259026,50.95511815,42.00218951,92.85687876,1
2.685867039,7.07881131,0.006981751,0.000145322,6.60339819,7.826101249,45.21914544,58.84064633,43.25312195,76.63218777,9
3.875353614,3.816242208,0.007770882,0.000571159,3.918575686,9.953552128,62.46225758,36.87075403,2.297171106,3.746657983,8
6.051055396,3.065809128,0.008461553,0.000737263,4.245142258,1.175842235,80.90796262,97.66843158,52.27510854,18.46770153,6
8.342264147,9.749252468,0.001418224,0.000356322,6.316101672,7.458453127,7.589290179,37.35324817,38.73965796,0.204789185,10
1.612727076,3.529767415,0.004678069,0.0006226,1.774190758,0.71886054,84.49358365,84.54114502,51.97141038,64.19023538,1
7.784433173,0.112158695,0.002738305,0.000453976,0.323129676,5.564929618,33.75143595,29.30437271,37.90390902,80.63966786,1
6.648077512,3.948708086,0.0014927,0.000244327,4.270293366,5.858229448,81.55219793,60.09677897,40.33863023,41.72387568,1
1.511482885,2.068943119,0.001108108,3.98677E-06,7.280389115,6.748864848,62.08251967,19.00345086,52.73858956,74.07172435,8
0.936031516,7.943534927,0.005040726,0.000567859,3.760985655,4.490887588,54.57159509,53.26711099,0.147931354,25.45129018,2
6.14846247,8.14072977,0.0084128,9.95805E-05,3.972557135,3.403081758,86.57886428,81.66343304,56.93112803,58.60137015,9
1.537084958,1.57977338,0.009753516,0.000411554,4.176944028,3.834313825,40.55068442,81.66882206,34.486423,32.90343115,5
4.313766399,7.839541462,0.004801655,0.000377631,9.192689553,5.057446961,6.746859133,99.12712184,41.87626924,23.68679804,1
2.141393513,4.529467425,0.003883066,0.000904637,8.020816384,9.757818122,33.55442569,26.18903737,40.85009459,15.40094607,2
1.4524013,5.415531386,0.001907248,0.000442613,5.123746359,4.093195599,77.8491286,33.09158084,50.7432679,62.3788336,10
3.713595073,0.56523748,0.002195091,0.000852447,2.752973072,5.257257331,41.2915142,99.92453983,99.69977214,82.09151985,6
0.166763628,6.694147951,0.005024931,0.000205506,0.534515106,4.556097483,5.858603584,46.82264167,51.06046057,93.29916308,2
1.025417101,3.170995071,0.004446911,0.000229593,3.91014208,0.375750076,33.92239668,83.09934181,54.71565916,90.37437205,9
3.791039629,6.725190878,0.001856555,0.000888979,7.653052876,8.105340541,7.207597831,69.38592606,53.25501867,42.14495302,8
8.298602352,6.469568356,0.007973798,0.000621111,4.286217187,4.460297955,30.43543057,95.85706068,73.89326219,60.73401809,10
1.537047176,9.355329979,0.002345091,0.000834624,1.345114293,7.646318577,46.86243554,8.795675784,94.35419879,17.47694913,4
5.986516954,4.793011056,0.007598003,0.000611604,2.23693944,2.553296781,38.81664916,9.609608159,95.05637286,40.53176133,1
3.164227043,0.929507037,0.001915289,0.000335434,3.127709817,2.191524704,48.3777114,72.53501389,0.783514623,6.74274087,5
2.240004248,0.643974507,0.005389382,0.00062598,8.356006896,1.041945212,27.88448251,33.41027872,95.44409914,34.05141692,3
3.305024368,2.239193675,0.004580853,0.000587603,1.97043657,1.997163052,19.84456687,81.17382839,63.7443715,7.051504573,2
5.392015707,6.288914215,0.008591065,0.000213408,2.054840986,2.511613033,72.3344368,79.09084904,65.4946914,13.64159609,2
7.155608923,6.827938079,0.001243435,0.000316765,7.304175693,3.885974993,70.33820782,0.445959953,98.90981087,21.6690553,7
9.081163066,4.785731851,0.008208309,5.13209E-06,5.334743582,2.429622658,40.25885207,76.95183138,45.10584795,58.50433176,5
7.556537138,5.217124684,0.006618444,0.000705252,8.298437958,4.347379471,24.23321436,36.07440162,9.666120008,33.03091202,8
3.287051041,9.411172126,0.001908398,0.000910538,4.015477654,7.606560054,72.1388102,97.24896407,95.92897392,90.29175865,1
0.387635373,7.804115134,0.006676315,0.000389103,4.077976597,2.601380374,32.60178675,66.61388523,98.76538257,87.48980662,6
9.02698271,5.217455818,0.009908826,0.000415176,7.306588475,5.875190935,96.64528715,97.03793986,20.8042099,30.2609514,4
9.03313192,8.526113254,0.00569633,0.000861603,1.43790428,9.520895212,81.18493217,65.55989005,24.41138071,82.71092545,4
8.768792628,7.31008296,0.009624424,0.000643796,1.920754941,1.466133246,68.81350356,83.38578191,18.92484497,72.32814101,3
0.77288552,6.729651966,0.009447382,0.000348028,3.060256918,8.870908742,2.435270921,45.98783644,47.10071875,41.79608638,7
6.465811413,6.110075094,0.005990518,0.000558511,0.74310788,6.618722737,75.54198084,21.53365238,83.28801813,52.59076121,8
5.066153455,9.913076942,0.008905308,0.000423452,4.323447723,9.204421129,65.58547482,60.47718681,16.65129477,43.98861939,6
2.240058357,1.698754143,0.008743029,0.000592742,5.836550381,6.755443983,92.95810225,66.35178913,2.340311857,3.193883946,3
7.765329163,8.930734669,0.003386776,0.000773524,4.459907707,9.477195522,24.16810281,75.11387962,76.45549732,6.186113638,6
7.013783097,1.663563059,0.006116268,0.000791281,3.286077664,0.467302089,20.7141983,31.38022752,58.66897399,63.1219231,6
5.920274649,8.555932829,0.003208863,0.000435269,4.770118905,1.942925557,22.53843799,57.99842377,91.12856713,29.80790723,4
7.887938579,4.232426367,0.004445637,4.08689E-05,3.228368179,2.967333782,75.30585075,71.50748096,46.36521434,51.84733292,9
5.985058457,3.069722322,0.000505097,0.00029504,6.291408428,6.808347834,84.99145284,32.68220265,44.55266316,72.23471526,1
9.74774017,3.768462613,0.001036782,0.000918666,8.839288991,9.504555347,51.30898872,24.25032083,14.63478322,10.87026422,2
0.02391824,9.152248386,0.008861858,0.000521979,6.732141116,8.795760239,92.4113535,21.8481498,18.79539815,49.47716904,6
5.32912615,8.950866298,0.002334986,0.00042526,3.003673011,8.378089955,39.54286985,26.39760032,74.78603287,14.97007206,2
0.160553591,0.187324226,0.007218944,0.000505324,7.850373549,3.44536439,6.178699292,97.44797067,26.49533337,48.42673069,1
0.433873573,0.017371803,0.002855206,0.000955369,0.885842271,5.352904547,58.71233679,81.37067873,1.548289752,30.11273998,3
4.780710345,0.009229088,0.003541828,0.000879127,4.930237971,4.656874249,65.90865376,73.72659375,76.79001443,81.35729367,8
6.127005843,2.997227427,0.009800924,0.000783373,4.931624986,8.543310209,22.06756367,37.29604269,69.02106286,56.76674372,4
3.618901032,7.5536759,0.006189264,0.000869566,5.428612845,9.867252462,26.86010281,47.99060753,37.51846633,18.06991835,4
4.55996078,8.241580041,0.005775064,0.000219772,4.83199135,0.14039078,54.11886365,64.90656496,84.6848328,61.75228834,4
7.248274552,7.195649637,0.00825004,0.00047838,4.298936092,0.527663975,64.72420921,32.20322117,15.47273389,55.40016421,4
3.706241023,5.448393735,0.004776696,0.000421954,1.659833844,2.631859545,77.02896836,54.52888435,41.57911229,61.29908996,9
1.792823458,4.544032919,0.0013692,0.000638712,5.964578319,0.333003008,48.8388535,76.28049355,88.77417142,98.13596983,4
